CustomerID,InvoiceDate,Description,Quantity,UnitPrice
62,2024-03-30,스마트폰 케이스,5,28000
184,2024-09-12,노트북 거치대,3,49000
108,2024-01-03,스탠드 조명,2,29000
31,2024-09-28,USB 충전기,5,51000
195,2024-10-03,헤드셋,2,64000
198,2024-11-16,키보드,3,11000
50,2024-02-27,블루투스 스피커,4,68000
46,2024-03-22,스마트폰 케이스,1,87000
94,2024-05-25,키보드,4,37000
86,2024-11-11,SD 카드,1,18000
190,2024-01-27,스탠드 조명,2,25000
8,2024-09-05,헤드셋,1,14000
61,2024-08-15,노트북 파우치,4,30000
192,2024-12-12,노트북 파우치,2,19000
84,2024-04-26,USB 충전기,2,99000
106,2024-04-12,보조배터리,2,14000
121,2024-10-26,마우스,1,60000
38,2024-04-20,SD 카드,2,54000
96,2024-03-10,SD 카드,2,85000
92,2024-05-18,키보드,3,21000
9,2024-12-20,스마트폰 케이스,3,22000
29,2024-08-26,SD 카드,4,26000
195,2024-06-24,웹캠,3,82000
41,2024-11-22,마우스 패드,5,75000
59,2024-02-14,태블릿 펜,5,67000
56,2024-10-29,마우스,4,40000
4,2024-08-07,웹캠,2,46000
112,2024-10-23,웹캠,5,24000
147,2024-01-03,태블릿 펜,1,10000
121,2024-09-15,스마트폰 케이스,4,72000
101,2024-09-02,USB 충전기,4,68000
62,2024-02-12,스탠드 조명,1,93000
188,2024-07-27,키보드,2,50000
76,2024-05-02,노트북 거치대,1,66000
172,2024-06-05,마우스 패드,4,78000
192,2024-10-25,무선 이어폰,4,64000
198,2024-03-11,보조배터리,2,52000
161,2024-08-25,무선 이어폰,1,54000
177,2024-06-19,헤드셋,1,42000
110,2024-05-18,스탠드 조명,5,31000
176,2024-02-11,노트북 파우치,1,70000
173,2024-07-05,스마트폰 케이스,1,54000
94,2024-08-26,스마트폰 케이스,3,51000
45,2024-11-27,스탠드 조명,1,76000
182,2024-04-14,블루투스 스피커,3,35000
139,2024-02-28,마우스,5,94000
54,2024-04-25,노트북 파우치,3,39000
129,2024-12-14,태블릿 펜,3,11000
17,2024-07-09,스마트 워치,4,67000
129,2024-09-26,USB 충전기,4,95000
137,2024-12-13,스탠드 조명,3,62000
159,2024-07-07,노트북 거치대,2,63000
23,2024-02-11,보조배터리,2,41000
20,2024-02-25,마우스 패드,3,19000
179,2024-03-16,마우스,2,31000
134,2024-11-17,무선 이어폰,3,58000
175,2024-10-04,블루투스 스피커,4,49000
108,2024-08-15,무선 이어폰,3,29000
17,2024-01-12,웹캠,5,87000
86,2024-07-29,노트북 파우치,3,67000
152,2024-12-06,헤드셋,5,61000
118,2024-06-04,블루투스 스피커,3,26000
67,2024-04-26,마우스,3,41000
198,2024-01-25,블루투스 스피커,3,41000
117,2024-03-26,마우스 패드,5,41000
47,2024-03-30,블루투스 스피커,2,35000
30,2024-01-22,노트북 파우치,5,21000
113,2024-05-13,스마트 워치,2,31000
144,2024-12-28,스마트폰 케이스,3,49000
38,2024-07-09,SD 카드,5,25000
137,2024-06-03,USB 충전기,1,56000
128,2024-03-15,SD 카드,3,24000
2,2024-10-06,헤드셋,3,87000
181,2024-05-31,마우스,3,78000
171,2024-03-16,SD 카드,3,93000
29,2024-09-02,스마트폰 케이스,2,91000
142,2024-02-29,HDMI 케이블,1,56000
159,2024-04-22,SD 카드,3,16000
84,2024-01-29,키보드,5,72000
57,2024-05-22,키보드,1,15000
138,2024-08-16,노트북 거치대,5,55000
50,2024-09-08,노트북 파우치,5,82000
131,2024-01-29,스마트 워치,4,23000
184,2024-08-06,스마트 워치,4,52000
4,2024-05-25,스마트 워치,3,44000
115,2024-10-14,노트북 거치대,2,98000
114,2024-07-31,SD 카드,3,25000
187,2024-08-05,태블릿 펜,2,80000
154,2024-02-14,블루투스 스피커,2,43000
122,2024-09-25,노트북 파우치,1,80000
194,2024-07-11,노트북 거치대,1,57000
164,2024-05-19,태블릿 펜,2,76000
119,2024-12-29,블루투스 스피커,2,28000
98,2024-05-28,스탠드 조명,4,10000
78,2024-10-26,HDMI 케이블,4,76000
190,2024-08-25,웹캠,1,5000
40,2024-05-14,HDMI 케이블,4,20000
168,2024-12-06,HDMI 케이블,4,27000
126,2024-12-18,웹캠,1,20000
196,2024-05-21,마우스,1,81000
191,2024-07-04,마우스,5,60000
67,2024-11-17,마우스,1,52000
132,2024-10-21,무선 이어폰,3,25000
149,2024-01-30,블루투스 스피커,3,64000
178,2024-03-10,스마트 워치,2,11000
70,2024-07-03,태블릿 펜,3,11000
75,2024-05-29,헤드셋,1,70000
50,2024-11-17,마우스 패드,1,81000
193,2024-03-26,스탠드 조명,3,45000
176,2024-06-03,모니터,3,17000
137,2024-10-23,스마트 워치,2,6000
36,2024-09-22,HDMI 케이블,3,67000
106,2024-06-23,마우스 패드,1,32000
40,2024-09-14,웹캠,2,76000
158,2024-12-19,헤드셋,5,96000
142,2024-12-25,USB 충전기,4,63000
20,2024-02-29,블루투스 스피커,1,66000
90,2024-06-08,스마트 워치,2,61000
153,2024-09-24,노트북 파우치,2,95000
78,2024-01-15,USB 충전기,2,21000
178,2024-03-13,웹캠,3,21000
54,2024-03-07,노트북 거치대,4,93000
196,2024-02-27,노트북 거치대,1,66000
194,2024-08-08,스마트폰 케이스,2,18000
9,2024-12-03,헤드셋,5,12000
121,2024-03-01,모니터,1,13000
78,2024-12-07,무선 이어폰,1,20000
155,2024-04-15,키보드,2,90000
90,2024-01-15,노트북 거치대,2,100000
72,2024-10-23,스마트 워치,3,25000
129,2024-11-09,웹캠,5,77000
18,2024-02-20,무선 이어폰,5,32000
184,2024-04-08,HDMI 케이블,2,73000
2,2024-02-20,키보드,5,95000
122,2024-07-06,마우스 패드,4,91000
28,2024-04-02,스마트 워치,4,59000
55,2024-09-20,웹캠,4,19000
195,2024-06-09,USB 충전기,4,19000
134,2024-03-10,마우스,3,95000
74,2024-10-12,스마트폰 케이스,1,46000
127,2024-02-29,보조배터리,3,63000
154,2024-06-08,SD 카드,2,75000
105,2024-05-28,태블릿 펜,2,13000
122,2024-12-13,스마트 워치,2,6000
173,2024-09-08,USB 충전기,4,61000
134,2024-12-03,노트북 거치대,1,23000
102,2024-07-24,USB 충전기,2,13000
94,2024-04-11,노트북 파우치,2,81000
104,2024-03-03,웹캠,4,97000
128,2024-05-22,모니터,4,50000
122,2024-12-07,보조배터리,4,70000
72,2024-03-16,SD 카드,1,20000
65,2024-09-07,마우스,2,85000
35,2024-01-16,USB 충전기,1,13000
128,2024-12-13,무선 이어폰,2,53000
155,2024-12-13,노트북 파우치,2,43000
160,2024-11-15,USB 충전기,1,89000
193,2024-09-23,마우스,4,30000
76,2024-12-04,마우스,4,69000
67,2024-10-04,노트북 파우치,5,74000
5,2024-01-17,태블릿 펜,1,54000
116,2024-06-10,보조배터리,4,63000
10,2024-01-17,마우스 패드,5,89000
200,2024-06-04,마우스 패드,4,60000
35,2024-06-08,보조배터리,4,19000
146,2024-12-11,마우스,5,92000
139,2024-10-19,마우스,4,76000
41,2024-09-16,스마트폰 케이스,4,38000
127,2024-10-29,보조배터리,5,91000
91,2024-05-25,노트북 파우치,1,8000
152,2024-01-24,블루투스 스피커,3,49000
190,2024-10-25,무선 이어폰,3,53000
25,2024-08-07,스마트 워치,3,57000
90,2024-01-29,웹캠,2,35000
166,2024-06-08,노트북 거치대,1,44000
30,2024-06-21,마우스 패드,1,73000
84,2024-01-20,SD 카드,4,77000
132,2024-08-03,모니터,1,94000
121,2024-10-28,무선 이어폰,3,53000
147,2024-07-18,노트북 파우치,5,17000
126,2024-02-21,키보드,3,68000
129,2024-12-07,노트북 파우치,2,83000
77,2024-07-05,태블릿 펜,2,68000
163,2024-02-08,스탠드 조명,2,41000
68,2024-01-25,HDMI 케이블,5,56000
58,2024-11-15,노트북 거치대,5,17000
152,2024-06-21,모니터,1,77000
136,2024-08-31,태블릿 펜,2,49000
20,2024-11-29,HDMI 케이블,5,43000
111,2024-12-05,스탠드 조명,3,30000
107,2024-07-24,모니터,5,70000
117,2024-12-09,스탠드 조명,2,7000
161,2024-12-26,헤드셋,2,78000
128,2024-04-19,SD 카드,3,86000
137,2024-11-10,태블릿 펜,5,98000
161,2024-01-31,헤드셋,2,51000
119,2024-03-16,웹캠,2,100000
176,2024-06-02,태블릿 펜,4,45000
17,2024-11-20,키보드,4,39000
74,2024-11-26,마우스 패드,3,92000
154,2024-04-30,보조배터리,2,19000
39,2024-04-08,무선 이어폰,2,44000
119,2024-09-05,스탠드 조명,4,59000
166,2024-01-19,키보드,2,39000
35,2024-01-15,모니터,3,89000
141,2024-03-31,스마트폰 케이스,4,7000
15,2024-02-12,노트북 파우치,5,43000
17,2024-07-27,스마트 워치,1,55000
186,2024-03-12,웹캠,1,78000
189,2024-09-13,USB 충전기,5,90000
149,2024-09-25,모니터,4,16000
61,2024-11-03,USB 충전기,3,47000
150,2024-07-18,웹캠,4,32000
37,2024-02-24,마우스 패드,2,40000
113,2024-07-28,모니터,5,12000
126,2024-09-30,스마트 워치,1,45000
140,2024-08-04,마우스,2,40000
38,2024-07-04,마우스,3,44000
6,2024-11-26,스마트폰 케이스,1,93000
172,2024-05-02,모니터,5,54000
80,2024-11-23,스마트 워치,1,73000
61,2024-08-14,보조배터리,1,55000
66,2024-06-03,노트북 거치대,2,43000
54,2024-03-23,SD 카드,3,87000
105,2024-01-18,모니터,1,67000
121,2024-07-30,노트북 파우치,4,17000
42,2024-12-23,모니터,5,13000
91,2024-08-03,스탠드 조명,3,63000
178,2024-01-15,스마트폰 케이스,2,85000
114,2024-11-24,블루투스 스피커,1,56000
52,2024-11-17,HDMI 케이블,3,78000
22,2024-02-26,마우스 패드,2,71000
183,2024-11-28,블루투스 스피커,5,92000
106,2024-06-12,SD 카드,4,99000
35,2024-05-13,마우스 패드,5,46000
73,2024-04-11,노트북 거치대,4,52000
47,2024-07-20,보조배터리,5,33000
6,2024-01-12,스탠드 조명,5,85000
59,2024-02-15,SD 카드,2,38000
180,2024-03-27,스마트폰 케이스,4,84000
110,2024-11-03,모니터,2,16000
95,2024-03-28,USB 충전기,1,96000
135,2024-08-10,SD 카드,4,20000
58,2024-12-31,키보드,2,39000
74,2024-09-10,보조배터리,2,60000
53,2024-11-03,키보드,3,98000
174,2024-04-06,태블릿 펜,2,57000
38,2024-01-15,HDMI 케이블,3,35000
159,2024-08-18,웹캠,3,79000
176,2024-11-27,SD 카드,1,6000
121,2024-03-09,노트북 파우치,4,92000
55,2024-12-31,보조배터리,4,99000
153,2024-05-11,노트북 거치대,1,76000
16,2024-01-27,노트북 파우치,2,65000
91,2024-11-06,스마트폰 케이스,1,37000
130,2024-11-13,보조배터리,3,55000
172,2024-07-08,블루투스 스피커,5,10000
149,2024-04-01,모니터,2,69000
127,2024-06-22,SD 카드,2,16000
82,2024-12-29,헤드셋,4,23000
67,2024-02-29,노트북 파우치,1,21000
128,2024-05-23,스마트 워치,4,41000
68,2024-11-09,모니터,5,45000
112,2024-03-25,노트북 파우치,4,24000
143,2024-12-02,SD 카드,1,29000
39,2024-01-28,웹캠,2,9000
121,2024-05-13,마우스 패드,4,60000
30,2024-09-10,스마트폰 케이스,4,50000
182,2024-10-14,마우스,4,68000
29,2024-03-16,USB 충전기,3,16000
53,2024-05-25,마우스 패드,2,100000
131,2024-05-19,키보드,5,5000
135,2024-10-19,마우스 패드,4,14000
64,2024-09-12,USB 충전기,3,8000
73,2024-12-14,USB 충전기,4,52000
152,2024-02-24,노트북 파우치,2,8000
21,2024-08-23,마우스,4,85000
69,2024-10-31,무선 이어폰,3,10000
168,2024-11-14,SD 카드,3,98000
188,2024-10-18,블루투스 스피커,2,11000
165,2024-05-24,노트북 파우치,1,100000
19,2024-10-07,보조배터리,1,56000
66,2024-04-01,웹캠,4,16000
6,2024-04-16,마우스 패드,4,56000
73,2024-11-27,블루투스 스피커,1,43000
126,2024-08-09,HDMI 케이블,5,21000
92,2024-12-06,USB 충전기,3,70000
52,2024-09-07,SD 카드,4,65000
69,2024-10-15,태블릿 펜,1,59000
95,2024-11-10,마우스 패드,4,85000
110,2024-02-17,스마트폰 케이스,5,48000
119,2024-12-12,웹캠,2,68000
135,2024-11-18,헤드셋,1,42000
120,2024-08-11,노트북 거치대,4,43000
39,2024-03-06,HDMI 케이블,2,71000
110,2024-05-31,스마트폰 케이스,5,14000
12,2024-09-19,USB 충전기,5,59000
106,2024-02-18,SD 카드,5,37000
91,2024-05-10,노트북 거치대,5,7000
30,2024-12-04,SD 카드,2,28000
101,2024-01-24,노트북 거치대,4,95000
77,2024-06-09,SD 카드,4,84000
68,2024-06-23,마우스 패드,2,28000
21,2024-11-05,모니터,1,60000
137,2024-01-10,무선 이어폰,4,19000
4,2024-03-28,마우스,4,93000
104,2024-12-02,마우스,3,84000
158,2024-07-03,보조배터리,3,16000
33,2024-03-10,무선 이어폰,2,19000
5,2024-12-22,키보드,1,31000
124,2024-11-28,블루투스 스피커,2,60000
161,2024-10-02,키보드,1,43000
198,2024-08-25,블루투스 스피커,4,59000
6,2024-02-29,마우스 패드,2,99000
180,2024-08-15,마우스,4,7000
116,2024-10-26,웹캠,2,42000
146,2024-07-19,스마트폰 케이스,3,6000
27,2024-11-18,태블릿 펜,4,68000
189,2024-10-23,스탠드 조명,3,9000
125,2024-07-23,마우스,5,80000
186,2024-11-09,마우스,2,96000
16,2024-09-27,무선 이어폰,4,78000
81,2024-10-10,노트북 거치대,3,87000
107,2024-08-30,USB 충전기,4,84000
166,2024-06-26,SD 카드,4,7000
42,2024-05-27,키보드,4,49000
113,2024-04-28,헤드셋,2,80000
176,2024-06-22,SD 카드,2,42000
186,2024-12-30,보조배터리,4,91000
168,2024-07-03,마우스,2,84000
54,2024-05-24,노트북 거치대,4,21000
45,2024-04-12,마우스 패드,5,67000
26,2024-07-31,마우스,3,35000
54,2024-10-12,스마트폰 케이스,1,50000
