CustomerID,InvoiceDate,InvoiceNo,Quantity,UnitPrice,Description
10278,2024-09-24,500508,2,55.0,Webcam HD
10202,2023-05-21,500509,2,12.5,Wireless Mouse
10079,2024-04-25,500510,4,55.0,Webcam HD
10042,2024-02-20,500511,1,250.0,Office Chair
10114,2023-03-16,500512,4,2.0,Sticky Notes
10017,2024-12-13,500513,1,2.0,Sticky Notes
10119,2024-10-23,500514,1,250.0,Office Chair
10163,2024-11-04,500515,2,15.0,Laptop Stand
10095,2024-04-24,500516,2,2.0,Sticky Notes
10277,2023-07-01,500517,2,2.0,Sticky Notes
10249,2024-03-02,500518,2,30.0,Desk Lamp
10062,2024-04-29,500519,2,250.0,Office Chair
10234,2024-04-19,500520,2,8.99,HDMI Cable
10120,2024-07-17,500521,2,2.0,Sticky Notes
10162,2024-02-02,500522,2,89.99,Gaming Headset
10102,2024-11-16,500523,1,25.5,Bluetooth Speaker
10290,2023-12-13,500524,1,9.99,Mouse Pad
10277,2023-03-08,500525,2,2.0,Sticky Notes
10065,2023-03-07,500526,1,5.0,Notebook
10219,2023-05-25,500527,1,5.0,Cable Organizer
10085,2024-05-20,500528,3,40.0,Ergonomic Pillow
10120,2024-01-04,500529,2,25.5,Bluetooth Speaker
10216,2024-03-08,500530,1,2.0,Sticky Notes
10290,2024-01-16,500531,1,5.0,Notebook
10042,2024-11-26,500532,3,150.0,External SSD 1TB
10067,2023-04-08,500533,1,5.0,Notebook
10252,2024-11-15,500534,1,9.99,Mouse Pad
10125,2024-12-15,500535,1,30.0,Desk Lamp
10284,2023-10-09,500536,1,5.0,Notebook
10012,2023-10-02,500537,1,12.5,Wireless Mouse
10073,2024-09-30,500538,1,200.0,Graphics Tablet
10208,2024-02-05,500539,3,3.5,USB-C Cable
10287,2024-05-21,500540,2,150.0,External SSD 1TB
10003,2024-01-04,500541,1,40.0,Ergonomic Pillow
10061,2024-02-17,500542,1,120.0,24inch Monitor
10164,2024-08-16,500543,2,150.0,External SSD 1TB
10047,2024-07-03,500544,1,8.99,HDMI Cable
10257,2023-12-08,500545,4,12.0,Screen Cleaning Kit
10010,2023-06-30,500546,5,15.0,Laptop Stand
10182,2023-10-13,500547,1,12.5,Wireless Mouse
10096,2023-06-17,500548,2,25.5,Bluetooth Speaker
10074,2024-04-17,500549,10,8.5,Phone Stand
10275,2024-01-27,500550,5,55.0,Webcam HD
10067,2024-04-19,500551,1,9.99,Mouse Pad
10083,2024-08-10,500552,2,250.0,Office Chair
10142,2024-10-21,500553,3,40.0,Ergonomic Pillow
10146,2024-05-03,500554,3,15.0,Laptop Stand
10227,2024-08-13,500555,2,12.5,Wireless Mouse
10206,2024-07-29,500556,2,8.99,HDMI Cable
10277,2024-04-05,500557,1,5.0,Notebook
10194,2023-01-25,500558,2,12.5,Wireless Mouse
10001,2023-02-08,500559,3,12.0,Screen Cleaning Kit
10166,2023-10-08,500560,2,200.0,Graphics Tablet
10297,2024-01-04,500561,2,25.5,Bluetooth Speaker
10283,2024-03-22,500562,1,12.0,Screen Cleaning Kit
10033,2024-08-19,500563,4,150.0,External SSD 1TB
10041,2023-03-01,500564,4,25.5,Bluetooth Speaker
10289,2023-08-28,500565,1,8.99,HDMI Cable
10133,2024-01-10,500566,3,15.0,Laptop Stand
10146,2023-06-02,500567,2,89.99,Gaming Headset
10198,2023-03-13,500568,1,12.0,Screen Cleaning Kit
10237,2023-08-07,500569,1,120.0,24inch Monitor
10113,2023-10-28,500570,1,9.99,Mouse Pad
10172,2023-07-19,500571,1,5.0,Notebook
10179,2024-04-24,500572,4,120.0,24inch Monitor
10190,2024-07-09,500573,2,5.0,Notebook
10081,2023-04-06,500574,1,150.0,External SSD 1TB
10066,2023-04-13,500575,1,2.0,Sticky Notes
10204,2023-04-19,500576,5,25.5,Bluetooth Speaker
10239,2024-09-22,500577,3,8.99,HDMI Cable
10136,2024-09-10,500578,5,25.5,Bluetooth Speaker
10229,2024-11-12,500579,1,5.0,Notebook
10286,2023-06-30,500580,1,45.0,Mechanical Keyboard
10204,2023-06-22,500581,2,15.0,Laptop Stand
10244,2023-06-09,500582,3,40.0,Ergonomic Pillow
10015,2023-12-23,500583,1,8.5,Phone Stand
10113,2024-08-21,500584,1,150.0,External SSD 1TB
10004,2023-03-01,500585,4,250.0,Office Chair
10018,2023-07-13,500586,1,45.0,Mechanical Keyboard
10244,2024-06-23,500587,4,15.0,Laptop Stand
10268,2023-12-06,500588,2,250.0,Office Chair
10216,2024-12-13,500589,2,40.0,Ergonomic Pillow
10041,2023-04-20,500590,2,15.0,Laptop Stand
10142,2023-08-03,500591,2,9.99,Mouse Pad
10119,2024-02-15,500592,4,12.0,Screen Cleaning Kit
10026,2024-03-22,500593,3,45.0,Mechanical Keyboard
10086,2023-01-09,500594,2,25.5,Bluetooth Speaker
10007,2023-01-03,500595,1,89.99,Gaming Headset
10299,2023-09-05,500596,3,200.0,Graphics Tablet
10052,2023-05-17,500597,1,15.0,Laptop Stand
10244,2024-11-09,500598,2,9.99,Mouse Pad
10016,2024-08-21,500599,2,120.0,24inch Monitor
10009,2023-10-07,500600,2,150.0,External SSD 1TB
10103,2024-04-27,500601,2,30.0,Desk Lamp
10276,2024-11-06,500602,1,25.5,Bluetooth Speaker
10063,2024-03-28,500603,1,120.0,24inch Monitor
10218,2024-02-01,500604,1,15.0,Laptop Stand
10251,2023-11-25,500605,3,45.0,Mechanical Keyboard
10091,2024-08-16,500606,3,5.0,Notebook
10272,2024-05-05,500607,2,150.0,External SSD 1TB
10161,2023-05-05,500608,1,89.99,Gaming Headset
10169,2024-07-30,500609,2,8.5,Phone Stand
10266,2024-05-10,500610,4,2.0,Sticky Notes
10225,2024-02-24,500611,1,15.0,Laptop Stand
10289,2023-09-02,500612,3,200.0,Graphics Tablet
10278,2023-07-24,500613,1,12.5,Wireless Mouse
10288,2024-12-26,500614,1,12.5,Wireless Mouse
10149,2023-09-15,500615,3,89.99,Gaming Headset
10009,2024-08-14,500616,1,250.0,Office Chair
10039,2023-09-29,500617,3,9.99,Mouse Pad
10117,2023-04-20,500618,3,25.5,Bluetooth Speaker
10104,2023-06-29,500619,1,120.0,24inch Monitor
10275,2023-08-20,500620,1,89.99,Gaming Headset
10116,2024-01-16,500621,1,5.0,Notebook
10287,2024-10-08,500622,1,2.0,Sticky Notes
10084,2024-11-01,500623,3,8.5,Phone Stand
10115,2024-03-14,500624,1,25.5,Bluetooth Speaker
10193,2023-10-03,500625,3,15.0,Laptop Stand
10143,2024-01-19,500626,1,200.0,Graphics Tablet
10236,2024-08-29,500627,1,200.0,Graphics Tablet
10071,2024-03-16,500628,1,8.99,HDMI Cable
10141,2023-12-26,500629,2,15.0,Laptop Stand
10115,2023-01-28,500630,4,45.0,Mechanical Keyboard
10298,2023-10-05,500631,3,120.0,24inch Monitor
10112,2024-05-02,500632,3,45.0,Mechanical Keyboard
10123,2024-11-11,500633,1,8.5,Phone Stand
10031,2023-04-04,500634,2,8.99,HDMI Cable
10223,2024-04-13,500635,1,120.0,24inch Monitor
10024,2024-11-28,500636,2,200.0,Graphics Tablet
10146,2023-03-25,500637,1,25.5,Bluetooth Speaker
10078,2023-05-20,500638,2,2.0,Sticky Notes
10020,2023-02-27,500639,2,2.0,Sticky Notes
10207,2023-03-04,500640,4,30.0,Desk Lamp
10060,2024-05-27,500641,2,30.0,Desk Lamp
10260,2023-08-28,500642,1,12.5,Wireless Mouse
10036,2023-11-04,500643,3,12.0,Screen Cleaning Kit
10275,2023-12-13,500644,5,45.0,Mechanical Keyboard
10217,2024-12-29,500645,2,2.0,Sticky Notes
10207,2023-04-09,500646,1,3.5,USB-C Cable
10007,2023-11-23,500647,3,9.99,Mouse Pad
10191,2024-07-24,500648,2,2.0,Sticky Notes
10088,2023-06-30,500649,2,12.5,Wireless Mouse
10123,2023-06-19,500650,2,12.0,Screen Cleaning Kit
10290,2024-03-25,500651,3,9.99,Mouse Pad
10292,2024-09-11,500652,2,9.99,Mouse Pad
10035,2024-11-20,500653,2,25.5,Bluetooth Speaker
10272,2023-12-28,500654,1,5.0,Notebook
10240,2023-12-08,500655,2,150.0,External SSD 1TB
10269,2023-07-25,500656,4,40.0,Ergonomic Pillow
10133,2024-11-11,500657,2,5.0,Cable Organizer
10104,2024-03-04,500658,3,5.0,Cable Organizer
10258,2024-08-10,500659,1,5.0,Notebook
10073,2023-10-30,500660,2,120.0,24inch Monitor
10208,2023-11-23,500661,1,15.0,Laptop Stand
10199,2023-08-15,500662,4,30.0,Desk Lamp
10276,2023-12-01,500663,1,250.0,Office Chair
10240,2023-06-08,500664,1,12.5,Wireless Mouse
10079,2024-09-03,500665,5,15.0,Laptop Stand
10044,2024-04-10,500666,2,12.0,Screen Cleaning Kit
10126,2023-01-02,500667,3,12.0,Screen Cleaning Kit
10292,2024-01-13,500668,1,8.5,Phone Stand
10161,2024-10-15,500669,2,150.0,External SSD 1TB
10092,2023-06-06,500670,3,8.5,Phone Stand
10042,2024-02-04,500671,4,150.0,External SSD 1TB
10210,2024-01-11,500672,3,55.0,Webcam HD
10155,2023-12-19,500673,1,2.0,Sticky Notes
10205,2023-08-16,500674,1,5.0,Cable Organizer
10020,2024-12-26,500675,1,250.0,Office Chair
10076,2023-10-23,500676,5,12.5,Wireless Mouse
10127,2023-10-24,500677,2,3.5,USB-C Cable
10139,2023-09-29,500678,2,9.99,Mouse Pad
10143,2023-02-27,500679,1,55.0,Webcam HD
10092,2024-12-01,500680,2,15.0,Laptop Stand
10167,2023-11-10,500681,1,2.0,Sticky Notes
10042,2023-10-30,500682,2,8.99,HDMI Cable
10107,2023-09-13,500683,1,45.0,Mechanical Keyboard
10054,2024-03-07,500684,1,2.0,Sticky Notes
10023,2023-04-19,500685,2,15.0,Laptop Stand
10189,2024-11-18,500686,2,5.0,Cable Organizer
10134,2023-08-10,500687,2,8.99,HDMI Cable
10180,2024-02-21,500688,2,45.0,Mechanical Keyboard
10048,2024-06-30,500689,1,200.0,Graphics Tablet
10073,2023-07-30,500690,1,12.5,Wireless Mouse
10093,2023-05-22,500691,2,5.0,Cable Organizer
10266,2023-01-02,500692,2,5.0,Notebook
10173,2023-04-17,500693,2,250.0,Office Chair
10043,2024-11-08,500694,2,40.0,Ergonomic Pillow
10096,2023-09-03,500695,5,120.0,24inch Monitor
10246,2023-10-17,500696,1,12.5,Wireless Mouse
10092,2023-05-20,500697,2,25.5,Bluetooth Speaker
10276,2024-02-02,500698,1,30.0,Desk Lamp
10151,2023-03-07,500699,2,9.99,Mouse Pad
10081,2024-05-13,500700,4,8.99,HDMI Cable
10284,2024-11-29,500701,2,8.99,HDMI Cable
10079,2024-03-14,500702,2,89.99,Gaming Headset
10143,2023-09-13,500703,1,40.0,Ergonomic Pillow
10151,2023-02-20,500704,1,2.0,Sticky Notes
10158,2023-12-18,500705,1,8.5,Phone Stand
10161,2023-10-25,500706,1,55.0,Webcam HD
10230,2024-07-29,500707,3,5.0,Cable Organizer
10061,2023-03-19,500708,1,15.0,Laptop Stand
10042,2024-11-18,500709,3,55.0,Webcam HD
10291,2024-01-01,500710,3,89.99,Gaming Headset
10137,2023-12-16,500711,2,15.0,Laptop Stand
10106,2023-02-07,500712,3,25.5,Bluetooth Speaker
10232,2023-10-30,500713,1,45.0,Mechanical Keyboard
10082,2024-11-05,500714,1,120.0,24inch Monitor
10082,2023-10-27,500715,3,89.99,Gaming Headset
10064,2024-12-07,500716,2,8.99,HDMI Cable
10068,2024-04-14,500717,2,45.0,Mechanical Keyboard
10020,2023-05-10,500718,1,200.0,Graphics Tablet
10061,2024-01-22,500719,5,5.0,Cable Organizer
10023,2023-04-04,500720,2,30.0,Desk Lamp
10290,2023-08-28,500721,2,8.99,HDMI Cable
10171,2023-05-11,500722,1,15.0,Laptop Stand
10150,2023-01-30,500723,1,40.0,Ergonomic Pillow
10183,2024-04-20,500724,2,200.0,Graphics Tablet
10085,2024-01-25,500725,3,8.5,Phone Stand
10193,2023-04-03,500726,3,120.0,24inch Monitor
10257,2024-08-12,500727,2,5.0,Cable Organizer
10260,2023-02-04,500728,1,45.0,Mechanical Keyboard
10247,2023-12-06,500729,1,15.0,Laptop Stand
10271,2024-06-21,500730,1,150.0,External SSD 1TB
10049,2023-11-21,500731,2,8.99,HDMI Cable
10082,2023-11-20,500732,1,5.0,Notebook
10087,2024-06-25,500733,3,40.0,Ergonomic Pillow
10018,2023-07-04,500734,3,15.0,Laptop Stand
10203,2023-07-27,500735,1,150.0,External SSD 1TB
10173,2024-05-06,500736,3,15.0,Laptop Stand
10279,2024-01-23,500737,1,120.0,24inch Monitor
10125,2024-01-07,500738,2,89.99,Gaming Headset
10179,2023-06-19,500739,2,45.0,Mechanical Keyboard
10191,2024-09-11,500740,3,55.0,Webcam HD
10139,2024-10-29,500741,1,15.0,Laptop Stand
10035,2023-10-21,500742,3,25.5,Bluetooth Speaker
10010,2023-08-02,500743,4,12.0,Screen Cleaning Kit
10017,2024-06-09,500744,1,250.0,Office Chair
10042,2024-05-03,500745,1,200.0,Graphics Tablet
10107,2024-10-10,500746,1,12.5,Wireless Mouse
10036,2023-12-29,500747,2,89.99,Gaming Headset
10064,2024-03-20,500748,1,30.0,Desk Lamp
10209,2023-08-15,500749,2,12.5,Wireless Mouse
10134,2023-07-08,500750,1,40.0,Ergonomic Pillow
10184,2023-02-10,500751,1,2.0,Sticky Notes
10267,2024-04-04,500752,20,12.5,Wireless Mouse
10256,2023-10-04,500753,10,15.0,Laptop Stand
10213,2024-01-13,500754,1,250.0,Office Chair
10274,2023-06-30,500755,1,9.99,Mouse Pad
10240,2023-10-19,500756,4,5.0,Cable Organizer
10179,2024-02-24,500757,2,5.0,Notebook
10294,2023-12-13,500758,1,12.0,Screen Cleaning Kit
10197,2024-04-20,500759,1,3.5,USB-C Cable
10196,2023-08-02,500760,1,8.5,Phone Stand
10106,2023-04-03,500761,2,5.0,Cable Organizer
10189,2023-05-27,500762,1,40.0,Ergonomic Pillow
10190,2024-09-24,500763,1,89.99,Gaming Headset
10075,2023-11-29,500764,2,3.5,USB-C Cable
10095,2023-01-05,500765,2,5.0,Notebook
10084,2024-02-15,500766,1,150.0,External SSD 1TB
10149,2023-12-15,500767,2,8.99,HDMI Cable
10245,2023-04-27,500768,4,5.0,Cable Organizer
10281,2023-10-17,500769,1,8.99,HDMI Cable
10042,2024-11-07,500770,1,89.99,Gaming Headset
10133,2024-07-22,500771,2,12.5,Wireless Mouse
10034,2023-12-03,500772,3,15.0,Laptop Stand
10227,2023-06-16,500773,2,2.0,Sticky Notes
10006,2023-02-16,500774,1,25.5,Bluetooth Speaker
10149,2024-11-04,500775,1,5.0,Cable Organizer
10047,2024-09-15,500776,2,8.99,HDMI Cable
10166,2024-05-01,500777,2,3.5,USB-C Cable
10222,2023-09-08,500778,4,5.0,Cable Organizer
10103,2024-07-01,500779,1,2.0,Sticky Notes
10004,2024-01-09,500780,4,5.0,Notebook
10193,2023-08-09,500781,3,120.0,24inch Monitor
10129,2023-08-21,500782,1,12.0,Screen Cleaning Kit
10115,2024-04-12,500783,1,150.0,External SSD 1TB
10286,2024-11-28,500784,1,9.99,Mouse Pad
10075,2024-06-08,500785,4,30.0,Desk Lamp
10084,2024-10-01,500786,2,25.5,Bluetooth Speaker
10211,2023-05-26,500787,2,5.0,Notebook
10262,2023-09-14,500788,5,55.0,Webcam HD
10192,2023-04-13,500789,1,40.0,Ergonomic Pillow
10210,2023-04-30,500790,2,12.0,Screen Cleaning Kit
10183,2024-01-20,500791,2,5.0,Cable Organizer
10220,2024-11-05,500792,1,40.0,Ergonomic Pillow
10299,2024-09-23,500793,2,55.0,Webcam HD
10010,2024-01-12,500794,3,12.0,Screen Cleaning Kit
10178,2023-09-11,500795,1,2.0,Sticky Notes
10175,2023-11-17,500796,3,12.0,Screen Cleaning Kit
10018,2024-04-15,500797,1,5.0,Cable Organizer
10010,2024-09-21,500798,2,12.5,Wireless Mouse
10292,2023-09-24,500799,3,200.0,Graphics Tablet
10122,2024-12-16,500800,1,89.99,Gaming Headset
10079,2023-07-17,500801,1,55.0,Webcam HD
10185,2024-01-27,500802,3,5.0,Notebook
10241,2024-09-27,500803,1,200.0,Graphics Tablet
10082,2023-02-12,500804,20,3.5,USB-C Cable
10101,2024-05-07,500805,1,9.99,Mouse Pad
10223,2024-04-12,500806,1,150.0,External SSD 1TB
10100,2024-04-26,500807,1,5.0,Notebook
10281,2024-06-17,500808,1,150.0,External SSD 1TB
10234,2023-02-01,500809,1,12.0,Screen Cleaning Kit
10127,2023-05-25,500810,5,30.0,Desk Lamp
10008,2023-08-21,500811,1,3.5,USB-C Cable
10210,2023-10-13,500812,1,150.0,External SSD 1TB
10153,2024-07-23,500813,1,8.99,HDMI Cable
10014,2023-09-13,500814,1,12.5,Wireless Mouse
10007,2023-12-16,500815,4,2.0,Sticky Notes
10195,2023-01-15,500816,2,12.0,Screen Cleaning Kit
10157,2023-10-17,500817,3,12.5,Wireless Mouse
10067,2023-07-05,500818,2,45.0,Mechanical Keyboard
10136,2024-02-12,500819,3,25.5,Bluetooth Speaker
10211,2023-12-14,500820,3,40.0,Ergonomic Pillow
10103,2023-06-27,500821,1,150.0,External SSD 1TB
10216,2024-08-14,500822,1,12.0,Screen Cleaning Kit
10063,2024-02-09,500823,2,150.0,External SSD 1TB
10135,2023-10-25,500824,5,200.0,Graphics Tablet
10013,2023-11-22,500825,4,40.0,Ergonomic Pillow
10115,2024-04-24,500826,2,45.0,Mechanical Keyboard
10034,2024-09-24,500827,4,25.5,Bluetooth Speaker
10016,2023-02-17,500828,1,8.99,HDMI Cable
10213,2023-10-24,500829,1,55.0,Webcam HD
10251,2023-08-03,500830,1,150.0,External SSD 1TB
10195,2023-10-07,500831,1,45.0,Mechanical Keyboard
10211,2024-02-03,500832,3,40.0,Ergonomic Pillow
10086,2024-06-19,500833,4,89.99,Gaming Headset
10068,2023-04-23,500834,2,45.0,Mechanical Keyboard
10068,2024-06-06,500835,2,8.99,HDMI Cable
10199,2024-12-02,500836,1,15.0,Laptop Stand
10132,2024-12-20,500837,1,3.5,USB-C Cable
10045,2024-06-03,500838,4,12.5,Wireless Mouse
10241,2024-12-28,500839,1,150.0,External SSD 1TB
10149,2024-11-15,500840,2,120.0,24inch Monitor
10288,2023-06-04,500841,1,45.0,Mechanical Keyboard
10137,2024-12-12,500842,1,5.0,Cable Organizer
10020,2024-03-05,500843,4,5.0,Cable Organizer
10113,2024-07-16,500844,2,25.5,Bluetooth Speaker
10296,2023-06-19,500845,10,5.0,Cable Organizer
10098,2024-04-20,500846,1,150.0,External SSD 1TB
10008,2023-02-04,500847,2,30.0,Desk Lamp
10088,2023-06-07,500848,1,8.5,Phone Stand
10064,2023-03-01,500849,1,12.0,Screen Cleaning Kit
10231,2024-07-10,500850,1,5.0,Cable Organizer
10288,2023-09-26,500851,1,30.0,Desk Lamp
10228,2024-03-10,500852,2,9.99,Mouse Pad
10084,2023-03-04,500853,3,250.0,Office Chair
10159,2024-01-19,500854,1,15.0,Laptop Stand
10145,2023-12-17,500855,3,45.0,Mechanical Keyboard
10059,2024-01-18,500856,1,15.0,Laptop Stand
10131,2024-12-11,500857,1,89.99,Gaming Headset
10104,2023-08-04,500858,2,12.5,Wireless Mouse
10184,2024-09-30,500859,1,2.0,Sticky Notes
10279,2024-10-03,500860,2,12.0,Screen Cleaning Kit
10011,2023-03-23,500861,1,150.0,External SSD 1TB
10281,2023-01-17,500862,1,12.0,Screen Cleaning Kit
10229,2023-11-10,500863,2,15.0,Laptop Stand
10277,2023-07-23,500864,1,3.5,USB-C Cable
10204,2023-12-07,500865,2,5.0,Notebook
10081,2024-05-30,500866,1,45.0,Mechanical Keyboard
10161,2023-10-27,500867,1,12.0,Screen Cleaning Kit
10217,2023-01-05,500868,2,8.99,HDMI Cable
10116,2023-11-14,500869,2,250.0,Office Chair
10270,2023-12-17,500870,2,5.0,Cable Organizer
10259,2024-12-03,500871,20,150.0,External SSD 1TB
10202,2024-10-05,500872,3,12.0,Screen Cleaning Kit
10155,2024-04-12,500873,2,8.99,HDMI Cable
10107,2024-09-02,500874,1,12.0,Screen Cleaning Kit
10117,2023-04-26,500875,1,8.99,HDMI Cable
10099,2023-01-16,500876,2,9.99,Mouse Pad
10089,2024-01-27,500877,3,89.99,Gaming Headset
10271,2024-07-15,500878,1,8.5,Phone Stand
10190,2024-12-06,500879,1,40.0,Ergonomic Pillow
10270,2023-07-04,500880,1,250.0,Office Chair
10234,2024-02-09,500881,5,25.5,Bluetooth Speaker
10289,2024-09-06,500882,2,150.0,External SSD 1TB
10279,2024-01-03,500883,3,30.0,Desk Lamp
10112,2023-12-10,500884,2,55.0,Webcam HD
10255,2024-05-26,500885,2,89.99,Gaming Headset
10071,2024-03-04,500886,2,45.0,Mechanical Keyboard
10157,2024-05-18,500887,1,40.0,Ergonomic Pillow
10123,2024-02-06,500888,4,25.5,Bluetooth Speaker
10076,2024-06-30,500889,3,8.5,Phone Stand
10163,2023-09-11,500890,2,12.5,Wireless Mouse
10019,2023-08-19,500891,1,40.0,Ergonomic Pillow
10219,2024-03-19,500892,3,5.0,Cable Organizer
10004,2023-12-03,500893,2,250.0,Office Chair
10058,2023-12-17,500894,4,8.99,HDMI Cable
10287,2024-05-26,500895,1,8.99,HDMI Cable
10112,2024-05-13,500896,4,8.5,Phone Stand
10045,2024-03-01,500897,2,200.0,Graphics Tablet
10055,2023-08-22,500898,1,3.5,USB-C Cable
10170,2024-08-10,500899,3,200.0,Graphics Tablet
10179,2023-09-03,500900,1,12.5,Wireless Mouse
10057,2023-08-20,500901,2,200.0,Graphics Tablet
10131,2024-04-11,500902,4,15.0,Laptop Stand
10018,2024-02-24,500903,20,15.0,Laptop Stand
10192,2024-07-01,500904,2,5.0,Cable Organizer
10119,2024-02-06,500905,2,9.99,Mouse Pad
10101,2024-10-19,500906,1,8.5,Phone Stand
10099,2023-07-05,500907,2,200.0,Graphics Tablet
10257,2024-07-31,500908,4,9.99,Mouse Pad
10048,2024-03-19,500909,3,25.5,Bluetooth Speaker
10106,2024-12-27,500910,1,8.99,HDMI Cable
10034,2023-09-21,500911,2,250.0,Office Chair
10052,2024-12-14,500912,1,150.0,External SSD 1TB
10037,2023-08-22,500913,1,40.0,Ergonomic Pillow
10141,2023-10-15,500914,3,200.0,Graphics Tablet
10205,2023-11-18,500915,2,9.99,Mouse Pad
10269,2024-04-06,500916,3,120.0,24inch Monitor
10031,2024-04-09,500917,1,3.5,USB-C Cable
10088,2024-10-19,500918,1,2.0,Sticky Notes
10144,2023-08-17,500919,2,5.0,Notebook
10012,2024-09-29,500920,2,55.0,Webcam HD
10179,2023-11-13,500921,1,45.0,Mechanical Keyboard
10059,2024-08-10,500922,1,12.5,Wireless Mouse
10003,2023-05-28,500923,3,15.0,Laptop Stand
10216,2024-09-08,500924,2,9.99,Mouse Pad
10246,2024-01-06,500925,4,15.0,Laptop Stand
10145,2023-11-03,500926,2,120.0,24inch Monitor
10266,2023-06-03,500927,1,12.5,Wireless Mouse
10012,2024-03-25,500928,2,40.0,Ergonomic Pillow
10233,2024-08-15,500929,1,5.0,Cable Organizer
10236,2023-08-12,500930,2,2.0,Sticky Notes
10222,2024-08-04,500931,2,3.5,USB-C Cable
10206,2024-04-09,500932,2,45.0,Mechanical Keyboard
10002,2024-04-22,500933,3,15.0,Laptop Stand
10103,2024-03-21,500934,10,120.0,24inch Monitor
10150,2023-07-08,500935,2,30.0,Desk Lamp
10024,2023-12-09,500936,2,89.99,Gaming Headset
10095,2024-03-20,500937,1,2.0,Sticky Notes
10076,2023-03-24,500938,3,2.0,Sticky Notes
10260,2023-06-30,500939,3,12.5,Wireless Mouse
10182,2024-12-11,500940,1,8.99,HDMI Cable
10119,2024-01-28,500941,3,150.0,External SSD 1TB
10279,2024-04-28,500942,2,200.0,Graphics Tablet
10134,2023-04-22,500943,2,12.5,Wireless Mouse
10252,2023-12-30,500944,1,12.0,Screen Cleaning Kit
10009,2023-12-15,500945,1,2.0,Sticky Notes
10145,2024-06-30,500946,2,15.0,Laptop Stand
10276,2023-06-26,500947,1,250.0,Office Chair
10124,2023-10-11,500948,2,30.0,Desk Lamp
10263,2023-01-02,500949,1,5.0,Cable Organizer
10243,2023-12-09,500950,3,25.5,Bluetooth Speaker
10295,2023-12-15,500951,2,3.5,USB-C Cable
10122,2024-05-24,500952,1,120.0,24inch Monitor
10165,2023-03-14,500953,1,45.0,Mechanical Keyboard
10057,2023-12-04,500954,5,15.0,Laptop Stand
10165,2023-01-29,500955,2,89.99,Gaming Headset
10094,2024-07-22,500956,1,2.0,Sticky Notes
10270,2024-03-05,500957,2,55.0,Webcam HD
10096,2023-12-10,500958,2,15.0,Laptop Stand
10211,2024-01-16,500959,1,15.0,Laptop Stand
10262,2023-12-14,500960,1,200.0,Graphics Tablet
10111,2024-02-21,500961,4,150.0,External SSD 1TB
10142,2023-02-07,500962,1,9.99,Mouse Pad
10211,2024-07-17,500963,2,120.0,24inch Monitor
10186,2023-05-04,500964,2,12.0,Screen Cleaning Kit
10131,2023-05-07,500965,1,30.0,Desk Lamp
10093,2024-12-16,500966,4,8.99,HDMI Cable
10128,2024-03-01,500967,2,2.0,Sticky Notes
10063,2024-10-23,500968,3,89.99,Gaming Headset
10087,2024-07-27,500969,1,12.0,Screen Cleaning Kit
10058,2023-11-27,500970,3,5.0,Notebook
10273,2023-03-25,500971,1,12.5,Wireless Mouse
10189,2024-05-02,500972,2,12.0,Screen Cleaning Kit
10157,2023-06-15,500973,3,200.0,Graphics Tablet
10286,2024-06-30,500974,1,45.0,Mechanical Keyboard
10024,2023-02-16,500975,2,3.5,USB-C Cable
10091,2023-10-01,500976,1,8.5,Phone Stand
10136,2024-07-09,500977,2,5.0,Notebook
10182,2024-01-01,500978,2,8.5,Phone Stand
10269,2024-01-01,500979,3,40.0,Ergonomic Pillow
10229,2023-01-30,500980,2,120.0,24inch Monitor
10096,2024-08-24,500981,2,45.0,Mechanical Keyboard
10227,2023-04-13,500982,4,8.5,Phone Stand
10124,2024-07-10,500983,3,120.0,24inch Monitor
10039,2024-04-21,500984,1,12.5,Wireless Mouse
10141,2024-01-06,500985,3,9.99,Mouse Pad
10121,2024-11-10,500986,1,15.0,Laptop Stand
10257,2024-10-25,500987,1,9.99,Mouse Pad
10161,2023-05-16,500988,5,12.0,Screen Cleaning Kit
10030,2024-07-06,500989,1,200.0,Graphics Tablet
10150,2024-08-20,500990,1,9.99,Mouse Pad
10007,2024-12-09,500991,4,150.0,External SSD 1TB
10023,2023-05-13,500992,3,3.5,USB-C Cable
10050,2024-03-11,500993,2,8.5,Phone Stand
10052,2023-02-05,500994,2,12.5,Wireless Mouse
10225,2024-06-14,500995,2,200.0,Graphics Tablet
10242,2023-10-18,500996,1,12.5,Wireless Mouse
10114,2023-01-08,500997,2,5.0,Cable Organizer
10184,2023-11-01,500998,1,5.0,Notebook
10256,2023-06-26,500999,2,15.0,Laptop Stand
10141,2024-11-11,501000,2,250.0,Office Chair
10011,2024-01-17,501001,2,15.0,Laptop Stand
10151,2024-07-31,501002,1,15.0,Laptop Stand
10046,2023-07-19,501003,3,55.0,Webcam HD
10245,2023-10-02,501004,2,5.0,Cable Organizer
10124,2023-09-05,501005,1,15.0,Laptop Stand
10163,2023-11-13,501006,4,9.99,Mouse Pad
10150,2024-04-28,501007,1,250.0,Office Chair
10249,2023-06-05,501008,3,45.0,Mechanical Keyboard
10042,2023-04-05,501009,2,8.99,HDMI Cable
10008,2024-07-18,501010,3,3.5,USB-C Cable
10158,2023-06-12,501011,1,8.5,Phone Stand
10196,2024-07-07,501012,5,150.0,External SSD 1TB
10238,2023-05-26,501013,4,8.99,HDMI Cable
